Sex,Job,Housing,Credit amount,Duration,Purpose,Monthly_Payment,Loan Category,Age Group,Account Size,High Monthly_Payment,Prompt Length,Prediction Mistral,Prediction Mistral Small
female,skilled,own,5771,30,radio/TV,192.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,1555,12,repairs,130.0,maintenance,51_60,rich,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,1285,24,car,54.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and non-resident,own,1299,6,car,216.0,development,71_80,rich,high,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,free,1271,15,radio/TV,85.0,recreational,31_40,rich,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1393,24,car,58.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,691,12,car,58.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,5045,15,car,336.0,development,51_60,no data,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,2124,18,furniture/equipment,118.0,maintenance,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,2214,12,radio/TV,184.0,recreational,21_30,little,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,highly skilled,free,12680,21,car,604.0,development,31_40,no data,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2463,24,car,103.0,development,21_30,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1155,12,radio/TV,96.0,recreational,41_50,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,unskilled and resident,own,3108,30,furniture/equipment,104.0,maintenance,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,rent,2901,10,car,290.0,development,31_40,no data,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,3617,12,furniture/equipment,301.0,maintenance,21_30,moderate,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1655,12,radio/TV,138.0,recreational,61_70,little,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,rent,2812,24,car,117.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,highly skilled,own,8065,36,education,224.0,development,21_30,little,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,3275,21,car,156.0,development,31_40,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2223,24,radio/TV,93.0,recreational,51_60,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and non-resident,free,1480,12,car,123.0,development,61_70,quite rich,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,rent,1371,24,car,57.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3535,36,car,98.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,3509,18,radio/TV,195.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,5711,36,car,159.0,development,31_40,rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,3872,18,repairs,215.0,maintenance,61_70,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,4933,39,radio/TV,126.0,recreational,21_30,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1940,24,car,81.0,development,61_70,rich,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1410,12,education,118.0,development,31_40,moderate,normal,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,own,836,12,car,70.0,development,21_30,moderate,normal,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,6468,20,car,323.0,development,61_70,moderate,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,1941,18,business,108.0,development,31_40,rich,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2675,22,radio/TV,122.0,recreational,41_50,quite rich,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2751,48,car,57.0,development,31_40,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,6224,48,education,130.0,development,51_60,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,5998,40,education,150.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,1188,21,business,57.0,development,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,6313,24,car,263.0,development,41_50,no data,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1221,6,furniture/equipment,204.0,maintenance,21_30,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,2892,24,furniture/equipment,120.0,maintenance,51_60,rich,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,3062,24,furniture/equipment,128.0,maintenance,31_40,quite rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,2301,9,furniture/equipment,256.0,maintenance,21_30,moderate,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,7511,18,car,417.0,development,51_60,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,rent,1258,12,furniture/equipment,105.0,maintenance,21_30,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,717,24,car,30.0,development,51_60,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and non-resident,own,1549,9,car,172.0,development,31_40,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,free,1597,24,education,67.0,development,51_60,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,rent,1795,18,radio/TV,100.0,recreational,41_50,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,own,4272,20,furniture/equipment,214.0,maintenance,21_30,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,976,12,radio/TV,81.0,recreational,31_40,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and non-resident,rent,7472,12,car,623.0,development,21_30,moderate,high,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,9271,36,car,258.0,development,21_30,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,590,6,radio/TV,98.0,recreational,21_30,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,930,12,radio/TV,78.0,recreational,61_70,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,free,9283,42,car,221.0,development,51_60,moderate,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and non-resident,rent,1778,15,car,119.0,development,21_30,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,907,8,business,113.0,development,21_30,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,484,6,radio/TV,81.0,recreational,21_30,moderate,normal,196,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,9629,36,car,267.0,development,21_30,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3051,48,domestic appliances,64.0,maintenance,51_60,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,3931,48,car,82.0,development,41_50,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,7432,36,car,206.0,development,51_60,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1338,6,domestic appliances,223.0,maintenance,61_70,quite rich,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,1554,6,radio/TV,259.0,recreational,21_30,little,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""potentially risky"",""stop_reason"":""length""}]}",bad
male,highly skilled,own,15857,36,vacation/others,440.0,recreational,41_50,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1345,18,radio/TV,75.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1101,12,car,92.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3016,12,radio/TV,251.0,recreational,21_30,rich,high,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2712,36,furniture/equipment,75.0,maintenance,41_50,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,731,8,car,91.0,development,41_50,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,highly skilled,own,3780,18,furniture/equipment,210.0,maintenance,31_40,little,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1602,21,car,76.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,3966,18,car,220.0,development,31_40,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,4165,18,business,231.0,development,31_40,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,8335,36,car,232.0,development,41_50,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,6681,48,business,139.0,development,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2375,24,business,99.0,development,41_50,quite rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,1216,18,car,68.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,11816,45,business,263.0,development,21_30,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,5084,24,radio/TV,212.0,recreational,41_50,moderate,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,own,2327,15,radio/TV,155.0,recreational,21_30,rich,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1082,12,car,90.0,development,41_50,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,886,12,radio/TV,74.0,recreational,21_30,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,rent,601,4,furniture/equipment,150.0,maintenance,21_30,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,2957,24,car,123.0,development,61_70,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2611,24,radio/TV,109.0,recreational,41_50,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,5179,36,furniture/equipment,144.0,maintenance,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,2993,21,car,143.0,development,21_30,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,own,1943,18,repairs,108.0,maintenance,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1559,24,business,65.0,development,51_60,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3422,18,furniture/equipment,190.0,maintenance,41_50,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3976,21,furniture/equipment,189.0,maintenance,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,6761,18,car,376.0,development,61_70,no data,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1249,24,car,52.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1364,9,radio/TV,152.0,recreational,51_60,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,709,12,radio/TV,59.0,recreational,51_60,little,normal,195,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,rent,2235,20,car,112.0,development,31_40,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,4042,24,car,168.0,development,41_50,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,1471,15,radio/TV,98.0,recreational,31_40,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,free,1442,18,car,80.0,development,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,10875,36,car,302.0,development,41_50,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1474,24,car,61.0,development,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,894,10,education,89.0,development,41_50,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,3343,15,furniture/equipment,223.0,maintenance,21_30,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,3959,15,car,264.0,development,21_30,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,3577,9,car,397.0,development,21_30,moderate,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,5804,24,car,242.0,development,21_30,rich,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2169,18,business,120.0,development,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,2439,24,radio/TV,102.0,recreational,31_40,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,4526,27,furniture/equipment,168.0,maintenance,31_40,rich,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,rent,2210,10,furniture/equipment,221.0,maintenance,21_30,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,rent,2221,15,furniture/equipment,148.0,maintenance,21_30,quite rich,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,2389,18,radio/TV,133.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3331,12,furniture/equipment,278.0,maintenance,41_50,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,7409,36,business,206.0,development,31_40,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,rent,652,12,furniture/equipment,54.0,maintenance,21_30,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,7678,36,furniture/equipment,213.0,maintenance,41_50,quite rich,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1343,6,car,224.0,development,41_50,rich,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1382,24,business,58.0,development,21_30,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,874,15,domestic appliances,58.0,maintenance,21_30,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,3590,12,furniture/equipment,299.0,maintenance,21_30,little,high,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
female,skilled,own,1322,11,car,120.0,development,41_50,rich,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,free,1940,18,radio/TV,108.0,recreational,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3595,36,radio/TV,100.0,recreational,21_30,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,free,1422,9,car,158.0,development,21_30,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,6742,30,radio/TV,225.0,recreational,31_40,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,7814,24,car,326.0,development,31_40,little,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,9277,24,car,387.0,development,41_50,no data,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2181,30,car,73.0,development,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and non-resident,own,1098,18,radio/TV,61.0,recreational,61_70,little,normal,197,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,4057,24,furniture/equipment,169.0,maintenance,41_50,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,795,12,education,66.0,development,51_60,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,2825,24,business,118.0,development,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,15672,48,business,326.0,development,21_30,moderate,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,6614,36,car,184.0,development,31_40,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,7824,28,car,279.0,development,41_50,no data,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,2442,27,business,90.0,development,41_50,little,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1829,15,radio/TV,122.0,recreational,41_50,little,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,unskilled and resident,own,2171,12,car,181.0,development,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,5800,36,car,161.0,development,31_40,moderate,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,1169,18,radio/TV,65.0,recreational,21_30,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,8947,36,car,249.0,development,31_40,no data,normal,192,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,highly skilled,rent,2606,21,radio/TV,124.0,recreational,21_30,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,skilled,own,1592,12,furniture/equipment,133.0,maintenance,31_40,rich,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
female,unskilled and resident,rent,2186,15,furniture/equipment,146.0,maintenance,31_40,no data,normal,194,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""bad\""\n}"",""stop_reason"":""length""}]}",bad
male,skilled,own,4153,18,furniture/equipment,231.0,maintenance,41_50,little,high,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,2625,16,car,164.0,development,41_50,little,normal,190,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,own,3485,20,car,174.0,development,41_50,no data,normal,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,free,10477,36,car,291.0,development,41_50,no data,high,191,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,skilled,rent,1386,15,radio/TV,92.0,recreational,41_50,no data,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
male,highly skilled,own,1278,24,radio/TV,53.0,recreational,31_40,little,normal,193,"{""outputs"":[{""text"":"" {\n  \""loan\"": \""good\""\n}"",""stop_reason"":""length""}]}",good
